identifier,distributionDate,lastUpdateTime,releaseTime,createTime,geoKeywords,keywords,title,authorName,authorAffiliation,description
ICPSR00049.v1,1984-05-03,2015-04-09T04:15:54Z,2015-04-09T04:15:54Z,2015-04-09T04:15:54Z,"France, Global, Paris, ","arrests, arrondissements, civil disorders, demographic characteristics, labor force, nineteenth century, population density, prosecution, riots, trial procedures, violence, ","Analysis of Arrests in Paris, June 1848","Tilly, Charles",Unknown,"This data collection contains three files pertaining to the June 1848 insurrection in Paris and to people charged with or arrested for participation in the insurrection. The data files contain social, economic, and demographic information. Information is provided on the results of the judicial proceedings against the individual after arrest, as well as demographic characteristics of the individual, such as occupation, place of birth, sex, age, marital status, number of children, and place of residence (Part 1), the number of inhabitants arrested in connection with the rebellion, the labor force, and social characteristics of the 12 zones (arrondisements) (Part 2), and demographic and arrest information with a focus on the furnished apartments, clubs, and popular societies within the 48 quartiers (districts) existing in Paris in 1848 (Part 3)."
ICPSR00051.v1,1984-05-03,2015-04-09T04:29:46Z,2015-04-09T04:29:46Z,2015-04-09T04:29:46Z,"France, Global, ","administrative divisions, aggression, civil disorders, communes, internal political conflict, nineteenth century, political affiliation, political behavior, political violence, twentieth century, violence, ","Disturbances in France, 1830-1860 and 1930-1960: Intensive Sample","Tilly, Charles",Unknown,"This detailed study of 578 disturbances in France in   the period 1830-1860 and 1930-1960 provides information on the   geographic, economic, political, demographic, and historical   background for each of the communes involved in the disturbances.   Data for the formations, a collective of forces comprising of  at least 50 persons in each collective, provide information on   their social, economic, and political background, population   characteristics, type of formation, age-sex distribution of the   formations, and the political party affiliation of its members.   The antecedent history of the disturbances is also given,   including public memory of previous conflicts, forms of and   responses to violence, interactions with other formations,   character and clarity of objectives, and extent of territory   controlled. Data on the organization of each formation is   provided for the leadership, coordination, segmentation,   stratification, and differentiation of the formation, as well    as the extent of participation in man-days, and the numbers of   participants in the disturbances arrested, killed, or wounded.   Information is also provided on the outcome of the disturbance   and changes resulting from participation in the disturbances.   Additional variables provide detailed descriptions of the   magnitude, duration, objectives, and immediate consequences of   the disturbances. Variables also describe the newspaper, archival,  and secondary sources used in the coding of the data collection."
ICPSR00052.v1,1984-05-03,2015-04-09T03:16:42Z,2015-04-09T03:16:42Z,2015-04-09T03:16:42Z,"Global, ","France, French National Assembly, legislation, legislative bodies, legislators, party members, political parties, roll call data, ","French Representation Study, 1946-1958","MacRae, Duncan",Unknown,"This data collection contains data for the First,  Second, and Third Legislatures of the French National As
sembly for   the Fourth Republic in 1946-1958. Data are provided on the names of   members of French major parties and on the roll call of party   members in the three legislatures. Variables provide information   on legislative bills, on topics such as NATO passage, defense of   the Republic, the Algerian statute, Indo-China, Italy treaty, Paris   accords, military budget, atomic energy development, strike   regulations, taxes, public health, Parisian transportation,   colliery schools, National Assembly reform, agriculture and the   economy, land reform, fiscal reform, anti-inflation, salary scale,  and amnesty."
ICPSR00054.v1,1984-06-28,2015-04-09T03:32:22Z,2015-04-09T03:32:22Z,2015-04-09T03:32:22Z,"United States, ","census data, demographic characteristics, employment, ethnicity, families, household composition, housing, housing conditions, occupations, population, ","Census of Population and Housing, 1960 Public Use Sample [United States]:  One-In-One Thousand Sample",United States Department of Commerce. Bureau of the Census,United States Department of Commerce. Bureau of the Census,"This data collection (one-in-one thousand   person national sample), which contains individual-level data  from the 1960 Census of Population and Housing, provides   information on household and personal characteristics. Data   on household characteristics include the structure of the house,   housing quality, the head of the household, roomers, boarders or   lodgers, the number of rooms, the number of persons per room,   rent, the year moved into unit, tenure, commercial usage,   farmland, the availability of telephones, television, bathtub or   shower, flush toilet, heating equipment, sewage disposal, and the   source of water. Demographic information includes sex, race, age,   place of birth, education, employment, income, family unit   membership, age at first marriage, number of times married,  and veteran status."
ICPSR00055.v2,1984-05-11,2015-04-09T04:31:37Z,2015-04-09T04:31:37Z,2015-04-09T04:31:37Z,"Global, ","biographical data, British Parliament, economic expansion, economic growth, England, Great Britain, investors, members of parliament, seventeenth century, sixteenth century, trade, ","Investors and Members of Parliament in England, 1575-1630","Rabb, Theodore K.",Unknown,"This data collection contains individual-level biographical information for British members of Parliament and social and economic data pertaining to British investment and economic expansion in the period 1575-1630. The data provide information on name, social class, and date of knighthood for each member of British Parliament for the period. Also included are dates of the thirteen sessions of Parliament, and the names of the trading companies and company directors or governors."
ICPSR00056.v1,1984-05-10,2015-04-09T04:08:53Z,2015-04-09T04:08:53Z,2015-04-09T04:08:53Z,"Philadelphia, Pennsylvania, United States, ","cities, economic conditions, historical data, immigration, industry, occupations, politics, population dynamics, population migration, urban areas, urban population, urbanization, ","Urban Growth in America: Philadelphia, 1774-1930","Warner, Sam Bass",Unknown,"This study contains aggregate economic, political, and  social data for the city of Philadelphia in the period 1774-1930.   Data are provided for occupational categories in 1774 and   1860 (Parts 1 and 3), the place of birth of the city inhabitants   in 1860 (File 2), and for workers aged 10 and over in 1930, tabulated  by ward and industry group (Part 4)."
ICPSR00057.v1,1984-05-11,2015-04-09T04:36:54Z,2015-04-09T04:36:54Z,2015-04-09T04:36:54Z,"Argentina, Global, South America, ","agricultural production, census data, economic development, family size, industry, literacy rates, manufacturing, occupations, population, rural areas, rural development, social stratification, social structure, urban areas, ","Social Structure of Argentina: Census Data on Economic Development, 1965","Di Tella, Torcuato S.",Unknown,"This study contains data on the social structure of Argentina in 1965. Principal variables in the study cover the active population and its occupational segments, extent of commerce, industry, and rural development, production per capita, density of population, illiteracy, family size, and agricultural production. Derived measures include indices of rural occupational stability, dependency within the urban middle class, and rural landowners."
ICPSR00058.v1,1984-06-28,2015-04-09T04:00:49Z,2015-04-09T04:00:49Z,2015-04-09T04:00:49Z,"Brazil, Global, Latin America, South America, ","arts, Catholics, employment, industry, labor unions, literacy rates, population, population characteristics, recreation, religious organizations, rural areas, union membership, urban areas, voter turnout, voters, voting behavior, ",Aggregate Data Bank and Indices of Brazil: 1940-1960,"Schmitter, Philippe",Unknown,"This study contains data on the social, economic, and population characteristics of 22 states of Brazil in 1940, 1950, and 1960. For each of the three time periods, data are provided on the total population in urban and rural areas, industrial and commercial employment, and rural employment. Information is also provided on the literate population, eligible electorate, and actual voting electorate. The data ascertain the numbers of industrial and commercial establishments as well as membership in various unions, in art and literary associations, in sports organizations, in charitable organizations, and in Roman Catholic organizations."
ICPSR00059.v1,1984-05-11,2015-04-09T03:55:50Z,2015-04-09T03:55:50Z,2015-04-09T03:55:50Z,"United States, ","income, income tax, Internal Revenue Service, personal exemptions, tax returns, taxes, taxpayers, zip code areas, ","Income Data for ZIP Code Areas, 1966",United States Department of Treasury. Internal Revenue Service,United States Department of Treasury. Internal Revenue Service,"This data collection contains aggregate information from income tax returns for 5-digit ZIP-code areas for the entire United States. Data are provided for three income classes with adjusted gross income returns of under $3,000, $3,000 to $10,000, and over $10,000. Information is provided on gross income, taxes paid, personal exemptions, total number of joint returns filed by married couples, and aggregate num
ber of returns filed by all taxpayers. These data, originally prepared by the Internal Revenue Service, were supplied to ICPSR in computer-readable form by Philip Lankford of the University of California at Los Angeles."
ICPSR00060.v1,1984-06-19,2015-04-09T03:15:09Z,2015-04-09T03:15:09Z,2015-04-09T03:15:09Z,"United States, ","census data, demographic characteristics, employment, Hispanic origins, households, labor force, national elections, population characteristics, population estimates, unemployment, voter attitudes, voter registration, voters, voting behavior, ","Current Population Survey:  Voter Supplement File, 1972",United States Department of Commerce. Bureau of the Census,United States Department of Commerce. Bureau of the Census,"This data collection supplies standard monthly labor force  infomation for the week prior to the survey. Comprehensive information  is given on the employment status, occupation and industry of persons  14 years old and older. Supplemental data on voter registration  status, as well as detailed data on respondets' voting behavior in the  November 7, 1972 general election is included. Information on  demographic characteristics such as age, sex, race, martial status,  veteran status, educational attainment, and household relationship, is available for each respondent."
ICPSR00061.v1,1984-06-20,2015-04-09T03:23:38Z,2015-04-09T03:23:38Z,2015-04-09T03:23:38Z,"United States, ","agriculture, census data, cities, counties, crime, demographic characteristics, education, employment, government expenditures, government revenues, household composition, human services, income, manufacturing industry, party membership, population characteristics, Social Security, states (USA), taxes, trade, voting behavior, ","County and City Data Book, 1972",United States Department of Commerce. Bureau of the Census,United States Department of Commerce. Bureau of the Census,"This study contains selected economic, demographic, and electoral data for counties, cities, and incorporated areas of 25,000 inhabitants or more, urbanized areas, and Standard Metropolitan Statistical Areas (SMSAs), in the entire United States. For each of the seven data files, information is provided on population characteristics, income, occupation, education, household characteristics, age, and nationality. Data are also provided on presidential votes, the leading party, Social Security and
public assistance, and rural population and agriculture (Parts 2 and 3), local government general revenue and expenditures, taxes, employment, manufacturing establishments, retail trade, wholesale establishments, and yearly payroll (Parts 2, 3, and 6), and crime, hospitals, and seasonal weather conditions (Part 6)."
ICPSR00062.v1,1984-06-19,2015-04-09T03:45:54Z,2015-04-09T03:45:54Z,2015-04-09T03:45:54Z,"Michigan, United States, ","congressional elections (US House), congressional elections (US Senate), constitutional amendments, election precincts, election returns, elections, national elections, national politics, presidential elections, referendum, state elections, state politics, vote count, voting behavior, ","Michigan Election Returns, 1972: Precinct-Level",Michigan Department of State,Michigan Department of State,"This data collection contains general election aggregate returns for each of Michigan's 6,734 precincts and absentee voter counting boards for the November 7, 1972, general election. Included are votes cast for the national offices of president, United States senator, and United States representative, the state-level offices of Michigan state representative, superintendent of the State Board of Education, Supreme Court justice, and regents for the three major state universities, as well as returns for two statewide initiatives, two amendments to the state constitution, and a statewide referendum. A set of nested geographical codes (for wards, townships or cities, and counties, in addition to precincts) permit aggregation to several levels. Present also for each precinct is the type of voting method in operation in that precinct in 1972 (paper ballot, automatic voting machine, Shoup, and data card)."
ICPSR00064.v1,1984-05-03,2015-04-09T03:13:00Z,2015-04-09T03:13:00Z,2015-04-09T03:13:00Z,"England, Global, ","boroughs, economic conditions, education, government expenditures, housing, occupations, politics, population characteristics, ","English County Borough Data, 1951-1967","Boaden, Noel T.",Unknown,"This study contains aggregate-level economic, political, and social data for 81 English county boroughs in the period 1951-1967. Data are provided on population characteristics, occupational class categories, politics, public expenditures, police, housing, education, and welfare. Also provided are aggregated attributes of the governing councils and executives of these governmental units."
ICPSR00065.v1,1984-05-03,2015-04-09T03:59:38Z,2015-04-09T03:59:38Z,2015-04-09T03:59:38Z,"United States, ","cities, economic indicators, government expenditures, local government, municipal expenditures, municipalities, public policy, urban areas, urban population, ","Public Policy and Socio-Economic Data for Large Cities in the United States, 1960","Turk, Herman",Unknown,"This data collection provides information on  municipal expenditures, revenues, and characteristics of   govern
ment and of the population for all incorporated   cities of over 100,000 population in the United States in   1960. Variables also provide selected information on the 1960  presidential election, as well as information on employment,  voluntary associations, income, and education."
ICPSR00066.v1,1984-05-03,2015-04-09T03:33:04Z,2015-04-09T03:33:04Z,2015-04-09T03:33:04Z,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York (state), North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, United States, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming, ","innovation, innovation diffusion, legislation, legislative process, modernization, nineteenth century, policy analysis, policy making, program evaluation, public policy, state government, state politics, states (USA), twentieth century, ",Diffusion of Public Policy Innovation Among the American States,"Walker, Jack L.",Unknown,"This study contains data on the diffusion of innovative legislation and public programs among the 48 continental states of the United States during the 19th and 20th centuries. Information is provided for the year in which each state initiated each of 85 innovative programs and for the date when the state became a territory. Variables provide information on the programs enacted and on the innovative score, which was calculated for each state on each issue. Based on the number of years that elapsed between the first and the last legislative enactment of a program, each state received a score corresponding to the percentage of time that elapsed between the first adoption of the program and the state's own acceptance of the program."
ICPSR00067.v1,1984-05-03,2015-04-09T03:32:27Z,2015-04-09T03:32:27Z,2015-04-09T03:32:27Z,"United States, ","biographical data, Confederate Congresses (USA), Confederate States of America, land ownership, legislative bodies, legislators, roll call data, slave ownership, slavery, ","Roll Call Voting Records for the Confederate Congresses, 1862-1865","Alexander, Thomas B.",Unknown,"This data collection contains complete roll call   records for the approximately 1,900 votes taken in both chambers  of the three Confederate Congresses in the period 1862-1865.   Included also is a biographical
file that provides data on all   those who were seated in any of the Confederate Congresses,  including each member's name, age, state, district, party   identification, and vocation, as well as the extent of the   Congressman's landholdings, the number of slaves held, whether   or not the district was occupied by union troops, and the  member's stand on secession."
ICPSR00069.v1,1984-05-03,2015-04-09T03:38:26Z,2015-04-09T03:38:26Z,2015-04-09T03:38:26Z,"United States, ","census data, counties, economic conditions, employee benefits, employment, finance, government employees, government expenditures, government revenues, local government, municipal services, municipalities, school districts, state government, townships, ","Census of Governments, 1972:  Government Employment and Finance Files",United States Department of Commerce. Bureau of the Census,United States Department of Commerce. Bureau of the Census,"This study contains economic and employment data for   governmental units in states, cities, towns, counties, school   districts, and special districts in the United States in 1972.   The employment data provide information on the number and   functions of full-time and part-time government employees,   retirement and insurance coverage extended to full-time   employees, membership of employees in employee organizations,   and governmental labor policies for the counties and states   (Part 1), cities and towns (Part 2), special districts (Part 3),   and school districts (Part 4). The finance data provide   information on revenues from and expenditures on education,   public buildings, highways, health, hospitals, libraries,   natural resources, police, sanitation, public welfare, water   transportation, and gas and electricity for counties and   states (Part 5), cities and towns (Part 6), special   districts (Part 7), and school districts (Part 8). Other items  include revenues from taxes, and government debts."
ICPSR00071.v1,1984-06-19,2015-04-09T03:26:44Z,2015-04-09T03:26:44Z,2015-04-09T03:26:44Z,"Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Texas, United States, Virginia, ","congressional elections (US Senate), election returns, elections, electoral systems, gubernatorial elections, political attitudes, political parties, primaries, referendum, state elections, ","Southern Primary and General Election Data, 1920-1949","Heard, Alexander",Unknown,"These data were originally collected as part of a study of the electoral process in the South conducted by the Bureau of Public Administration at the University of Alabama. The collection contains county-level electoral returns for selected general and primary elections in 11 southern states (Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Texas, and Virginia) for the period 1920-1949. Data are provided for raw vote totals and selected percentages for candidates in gubernatorial, senatorial, and, occasionally, presidential elections. Information on these primary election returns was provided mostly for Democratic nominations, but some variables also provide information for a few Republican primaries. Additional information is provided for returns for selected referenda and poll tax payments."
ICPSR00072.v1,1984-06-19,2015-04-09T04:15:35Z,2015-04-09T04:15:35Z,2015-04-09T04:15:35Z,"Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Texas, United States, Virginia, ","candidates, counties, demographic characteristics, election returns, elections, gubernatorial elections, national elections, political attitudes, political parties, presidential elections, primaries, state elections, voting behavior, ","Southern Primary and General Election Data, 1946-1972","Bartley, Numan V.",Unknown,"This study constitutes a continuation of the effort to gather information on the southern electoral process (see also SOUTHERN PRIMARY AND GENERAL ELECTION DATA, 1920-1949 [ICPSR 0071]). The data consist of county-level returns for selected primary and general elections contested in 11 southern states (Virginia, Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Texas, and Tennessee) from 1944-1972. Data are provided for raw vote totals for candidates in presidential, gubernatorial, and senatorial elections, as well as for selected popular referenda returns in this period. In addition, there are variables that describe the demographic and geographic nature of each county included in this study."
ICPSR00073.v1,1984-06-19,2015-04-09T04:41:12Z,2015-04-09T04:41:12Z,2015-04-09T04:41:12Z,"Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Texas, United States, Virginia, ","candidates, congressional elections (US Senate), constituencies, election returns, elections, gubernatorial elections, party membership, political affiliation, political attitudes, political parties, primaries, state elections, ","Southern Primary Candidate Name and Constituency Totals, 1920-1972",Inter-university Consortium for Political and Social Research,Inter-university Consortium for Political and Social Research,"This data collection contains information at the state level on candidates contesting southern primary elections for senator and governor from 1920-1972. Included are the names and party identifications of all candidates receiving votes in selected regular and runoff primary elections, 1920-1972, as well as the total votes received by each candidate and the candidate's percentage of the total vote. These data were developed by the ICPSR staff to augment and further describe the files of county-level southern primary election data described in the data collections SOUTHERN PRIMARY AND GENERAL ELECTION DATA, 1920-1949 (ICPSR 0071) and SOUTHERN PRIMARY AND GENERAL ELECTION DATA, 1946-1972 (ICPSR 0072)."
ICPSR00074.v1,1984-06-19,2015-04-09T03:35:29Z,2015-04-09T03:35:29Z,2015-04-09T03:35:29Z,,"congressional elections (US House), constitutional amendments, election precincts, election returns, elections, gubernatorial elections, referendum, state elections, state politics, vote count, voting behavior, Michigan, United States, ","Michigan Election Returns, 1974:  Precinct-Level",Michigan Department of State,Michigan Department of State,"This data collection contains aggregate election returns  for each of Michigan's 6,743 precincts and absentee voter counting  boards for the November 5, 1974, general election. Data are provided  for offices contested in 1974, which include those of governor,  secretary of state, attorney general, United States representative,  state senator and representative, superintendent of the Michigan Board  of Education, Supreme Court justice, and regents of the three major  state universities. Data are
also provided for four statewide proposals (referenda) voted upon in the general election."
ICPSR00075.v1,1984-06-19,2015-04-09T03:37:08Z,2015-04-09T03:37:08Z,2015-04-09T03:37:08Z,"United States, ","elections, immigrants, nineteenth century, political attitudes, political parties, state elections, states (USA), twentieth century, vote count, voter turnout, ","State-Level Congressional, Gubernatorial and Senatorial Election Data for the United States, 1824-1972","Burnham, W. Dean",Unknown,"This study contains raw and percentagized returns   for all regular congressional, gubernatorial, and senatorial   elections in the United States from 1824-1972. Data are   provided for the number of votes cast for the major parties,  including the Democratic party, the Old Republican party, the   National Republican party, the Whig party, the Liberal party,   and the Socialist party, and for parties whose candidates   received 5 percent or more of the statewide total vote,   the percentages of the votes cast for the same parties, and   the estimates of voter turnout in these Congressional elections.   Additional variables provide percentagized total number of   citizens, Blacks, foreign-born aliens, and white aliens aged 21  and older. All data are aggregated to the state level."
ICPSR00077.v1,1984-06-28,2015-04-09T03:26:25Z,2015-04-09T03:26:25Z,2015-04-09T03:26:25Z,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, United States, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming, ","census data, demographic characteristics, families, household composition, households, housing, local government, poverty, revenue sharing, ","Office of Revenue Sharing: Fifth Count File, 1970","DUALabs, Inc.","DUALabs, Inc.","This study contains economic and demographic data   tabulations on persons in households in the United States in 1970.   These data record selected Fifth Count population and housing   characteristics for all of the 38,529 governmental units eligible   for the Revenue Sharing Program in Entitlement Period #1. In addition,   the file also contains information on the funds returned to the   local governments. Data are provided on aggregate income, distribution   of the population by race, age, and sex, relationship, school   enrollment, and employment. Data are also provided on housing units   and distribution of households by family type, family income, poverty   status, and gross rent. See the Census software package, CENSUS OF   POPULATION AND HOUSING [UNITED STATES]: CENSUS SOFTWARE PACKAGE   (CENSPAC) VERSION 3.2 WITH STF4 DATA DICTIONARIES (ICPSR 7789), and   the data retrieval program, C80 COMPUTER PROGRAM: 1980 CENSUS DATA  RETRIEVAL PACKAGE (ICPSR 9055), for use with this dataset."
ICPSR00078.v1,1984-06-28,2015-04-09T03:38:47Z,2015-04-09T03:38:47Z,2015-04-09T03:38:47Z,"United States, ","census data, cities, counties, income, income estimates, minor civil divisions, population, population estimates, townships, ","Population and Income Estimates for the United States, 1969-1973",United States Department of Commerce. Bureau of the Census,United States Department of Commerce. Bureau of the Census,"This data collection provides information on income  and population estimates for the United States in the period  1969-1973. Variables include the total population in 1970,  estimated population in 1973, per capita income for 1969, and  estimated total money income for 1973. Data are recorded for each  of the 38,529 governments (counties, townships, minor civil  divisions, etc.) eligible for participation in the Federal  Revenue Sharing Program. These data were prepared as part of the  Bureau of the Census's Federal-State Cooperative Program for Local Population Estimates."
ICPSR00079.v5,1984-06-19,2015-04-09T04:03:45Z,2015-04-09T04:03:45Z,2015-04-09T04:03:45Z,"Alabama, Connecticut, Delaware, Georgia, Illinois, Indiana, Kentucky, Maine, Maryland, Mississippi, Missouri, New Jersey, New Hampshire, New York (state), North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina, Tennessee, United States, Vermont, Virginia, ","congressional elections, eighteenth century, election returns, elections, gubernatorial elections, nineteenth century, political attitudes, political behavior, political parties, presidential elections, ","United States Historical Election Returns, 1788-1823",Inter-university Consortium for Political and Social Research,Inter-university Consortium for Political and Social Research,"This data collection contains general election   returns for the offices of president, governor, and United   States representative in the period 1788-1823. These returns   comprise an extension of the general election collection (see   UNITED STATES HISTORICAL ELECTION RETURNS, 1824-1968--ICPSR 0001)   back to the occurrence of the first elections held under the   United States Constitution. The data are recorded chiefly at the   county level, although town-level returns were collected and   preserved as well for the New England states. This collection of   Early National period election returns is much less complete than   the body of returns available for the years from 1824 to the   present. Fugitive and nonextant sources resulted in the recovery   of only approximately half of the possible returns for elections   in this period. The collection and processing of the pre-1824   election materials was supported by a grant from the National   Endowment for the Humanities to the State Historical Society of  Wisconsin."
ICPSR00080.v1,1984-05-03,2015-04-09T04:25:17Z,2015-04-09T04:25:17Z,2015-04-09T04:25:17Z,"United States, ","aggression, civil disorders, conflict, fatalities, injuries, internal political conflict, nineteenth century, political violence, social conflict, twentieth century, ","Political Violence in the United States, 1819-1968","Levy, Sheldon G.",Unknown,"The data contained in this study deal with incidents of   political and social violence in the United States from 1819 to 1968.   Three indices of political violence used are the number of violent  events, the number of deaths resulting from the
events, and the   number of injuries resulting from the events. Data are provided   on the date of the violent event, nature of the target, number of   attackers, level of violence by individual attacker and by a group   of attackers, respectively, motivation or reason for the attack,   numbers of deaths and injuries to targeted individuals and to   attackers, type of attacker, property damage, and number of pages   in newspaper issue devoted to the event. The data were originally   collected in connection with the National Commission on the Causes  and Prevention of Violence (established in 1968)."
ICPSR00168.v1,2007-03-05,2015-04-09T04:01:51Z,2015-04-09T04:01:51Z,2015-04-09T04:01:51Z,,"administrative records, data, information dissemination, information services, social sciences, ",ICPSR Data Archiving Report: Data Releases,Inter-university Consortium for Political and Social Research (ICPSR),Inter-university Consortium for Political and Social Research (ICPSR),"Founded in 1962, the Inter-university Consortium for  Political and Social Research (ICPSR) archives and facilitates online  public access to social science data. The ICPSR Data Archiving Report:  Data Releases chronicles the yearly progress of ICPSR's data release  activities by providing information on each dataset made publicly  available. Details include title, principal investigator(s),  processing level, number of data files, whether the dataset was a new  acquisition or an update of a dataset already in the ICPSR archive, and the release date."
ICPSR00169.v3,2007-03-05,2015-04-09T03:05:06Z,2015-04-09T03:05:06Z,2015-04-09T03:05:06Z,,"administrative records, data, information dissemination, information services, social sciences, ",ICPSR Data Archiving Report: Data Dissemination Activity,Inter-university Consortium for Political and Social Research (ICPSR),Inter-university Consortium for Political and Social Research (ICPSR),"Founded in 1962, the Inter-university Consortium for Political and Social Research (ICPSR) archives and facilitates on
line public access to social science data. The ICPSR Data Archiving Report: Data Dissemination Activity chronicles the yearly progress of ICPSR's data dissemination project by providing information on all data downloads that were performed by users, and all requests received for alternative media formats (such as CD-ROM). The Downloads information includes the number of data collections, datasets, and files downloaded and the name of the institution where the download was initiated. Alternative Media Format Requests also includes the number of data collections, datasets, and files requested and is organized according to the Internet domain (edu, com, gov, net, etc.) from which the request originated."
ICPSR01001.v1,1996-01-03,2015-04-09T03:54:43Z,2015-04-09T03:54:43Z,2015-04-09T03:54:43Z,,"risk assessment, stock markets, ",Risk Aversion and Determinants of Stock Market Behavior Data,"Pindyck, Robert S.",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01002.v1,1996-01-03,2015-04-09T03:34:59Z,2015-04-09T03:34:59Z,2015-04-09T03:34:59Z,,,A Bibliography and Database of Hyperinflations,"Fisher, Stanley",Unknown,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01003.v1,1996-01-03,2015-04-09T03:22:00Z,2015-04-09T03:22:00Z,2015-04-09T03:22:00Z,"United States, ","conflict resolution, debt, personal debt, personal finances, unemployment rate, ","Unemployment Rate, Conflict Resolution and Financial Distress, and Debt Problems","Summers, Lawrence H.",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01004.v1,1996-01-03,2015-04-09T04:40:19Z,2015-04-09T04:40:19Z,2015-04-09T04:40:19Z,"United States, ","corporations, tax policy, ",Tax Policy and Corporate Saving Data,"Poterba, James",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01005.v1,1996-01-03,2015-04-09T03:42:57Z,2015-04-09T03:42:57Z,2015-04-09T03:42:57Z,"United States, ","plant closings, industrial plants, labor force, ",Advance Notice Provisions in Plant Closings,"Ehrenberg, Ronald",Cornell University,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01006.v1,1996-01-03,2015-04-09T03:41:48Z,2015-04-09T03:41:48Z,2015-04-09T03:41:48Z,,,"TISA:  The Total Income System of Accounts, 1946-1981 (Extended National Income and Product Data, and Associated Capital Stock Series, 1945-1981)","Eisner, Robert",Unknown,These data and/or computer programs are part of ICPSR's Publication-Related Archive and are distributed exactly as they arrived from the data depositor. ICPSR has not checked or processed this material. Users should consult the INVESTIGATOR(S) if further information is desired.
ICPSR01007.v1,1996-01-03,2015-04-09T04:29:06Z,2015-04-09T04:29:06Z,2015-04-09T04:29:06Z,"United States, ","economic activity, federal budget deficit, monetary policy, ",Real Federal Deficits and Government Net Worth,"Eisner, Robert",Northwestern University,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01008.v1,1996-01-03,2015-04-09T04:00:03Z,2015-04-09T04:00:03Z,2015-04-09T04:00:03Z,"Amsterdam, England, Europe, Global, London, Netherlands, ",,"Course of the Exchange, London, 1698-1823 and Amsterdamsche Beurs, Amsterdam, 1723-1794","Neal, Larry",Unkown,These data and/or computer programs are part of ICPSR's Publication-Related Archive and are distributed exactly as they arrived from the data depositor. ICPSR has not checked or processed this material. Users should consult the INVESTIGATOR(S) if further information is desired.
ICPSR01010.v1,1996-01-03,2015-04-09T03:22:16Z,2015-04-09T03:22:16Z,2015-04-09T03:22:16Z,,,Meteor Showers or Heat Waves?,"Engle, Robert F.",Unknown,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
